id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
41762343,"Room in Leblon, close to the beach.",122386178,Joao,,Leblon,-22.98182,-43.21954,Private room,500,1,1,2020-01-23,0.07,1,87
41762651,Luxuoso apto prox.ao Leblon e a Lagoa c/vaga.,321818201,Maria Luisa,,Gávea,-22.97734,-43.227,Entire home/apt,1000,5,2,2021-02-17,0.83,3,357
41762661,Casa na mata com fácil acesso a pontos turísticos,309242761,Sonia & Neno,,Laranjeiras,-22.93419,-43.1984,Entire home/apt,200,2,0,,,1,89
41762865,QUARTO PRÓXIMO A BARRA DA TIJUCA,100161753,Igor,,Taquara,-22.9268,-43.36908,Private room,50,1,0,,,2,364
41763256,Uma das melhores vista,326164695,Carmem,,Barra da Tijuca,-23.0087,-43.35546,Entire home/apt,2754,5,0,,,1,0
41764859,AMAZING PENTHOUSE IN THE BEST LOCATION OF IPANEMA.,22860550,Oliver,,Ipanema,-22.98373,-43.2015,Entire home/apt,818,5,5,2021-01-04,0.37,2,177
41764988,Suite do leblon,86689873,Marcia,,Leblon,-22.98172,-43.22624,Private room,800,2,0,,,3,365
41765433,"Pets, secreto, tranquilo, natureza",201779321,Lene,,Botafogo,-22.95905,-43.18436,Private room,53,2,3,2021-02-16,0.22,1,331
41765518,Aluga-se Maravilhoso Flat Clean Leblon,102202984,Americo Jose Paulo Do Carmo,,Leblon,-22.98291,-43.21852,Entire home/apt,650,3,1,2020-12-31,0.37,3,365
41766110,TEMPORADA CARNAVAL,210537672,Natália,,Humaitá,-22.95387,-43.19718,Entire home/apt,500,5,0,,,1,89
41766903,"1 Quarto: Próx. CentroRj, Maracanã e Tijuca",121257628,Jéssica,,Engenho Novo,-22.90424,-43.26399,Private room,100,1,3,2021-03-17,0.39,1,179
41767201,"IPANEMA , SUA MELHOR COMPANHIA !!",329561946,Mauricio,,Ipanema,-22.98477,-43.19702,Entire home/apt,1000,5,0,,,1,179
41767263,Quarto e sala tranquilo e acessível,25643776,Joyce,,Centro,-22.91732,-43.18865,Entire home/apt,130,2,0,,,1,23
41768130,Apartamento Copacabana,212817158,Adilson,,Copacabana,-22.96244,-43.17513,Entire home/apt,300,2,1,2020-02-03,0.07,1,85
41768344,Quarto aconchegante em ótima localização na Tijuca,114964799,Tiago,,Tijuca,-22.93416,-43.24005,Private room,120,1,3,2021-01-04,0.23,1,178
41768418,Cozy and perfect apartment in Ipanema,329969207,Adriana,,Copacabana,-22.9832,-43.19419,Entire home/apt,850,1,1,2020-02-27,0.08,1,32
41769011,Maravilhoso Estúdio em Copacabana Posto3,311355522,Vitoria,,Copacabana,-22.96976,-43.18755,Entire home/apt,250,3,0,,,1,179
41769532,"Copacabana Princesinha do Mar
VISTA LATERAL DO MAR",329785303,Ana Maria,,Copacabana,-22.9645,-43.1752,Entire home/apt,250,3,7,2020-11-02,0.51,1,180
41772150,Studio 63,167507391,Tassiana,,Botafogo,-22.95296,-43.19558,Entire home/apt,170,2,0,,,1,88
41772197,Quarto para 2 pessoas perto de tudo no RJ,97378710,Leila,,São Cristóvão,-22.89664,-43.22693,Private room,160,1,0,,,11,365
41772350,Quarto p.2 pessoas perto de tudo no RJ,97378710,Leila,,Vasco da Gama,-22.89672,-43.22556,Private room,160,1,1,2020-02-25,0.08,11,364
41773011,Stylish apartment! The most beautiful view of Rio,100451709,Giulia,,Urca,-22.95118,-43.16661,Entire home/apt,185,3,11,2021-02-28,0.84,1,150
41773253,Qt individual - Ônibus para Fundão e Aeroporto,98423589,,,Jardim Guanabara,-22.80977,-43.19661,Private room,60,1,4,2021-02-26,0.83,2,365
41773655,Quarto de Casal em Cobertura,136927589,Layla,,Andaraí,-22.92842,-43.2478,Private room,150,1,1,2020-02-25,0.08,1,365
41774220,Charmoso apartamento compl. com garagem e varanda.,79151243,Breno,,Estácio,-22.91679,-43.2049,Entire home/apt,119,2,36,2021-03-16,2.58,6,266
41774223,Ótimo apto de sala e qto posto 5/6 Copacabana,326252671,Sebastião De Paula,,Copacabana,-22.9775,-43.19203,Entire home/apt,430,3,0,,,2,364
41774322,Quarto de casal na Avenida Atlântica (mezanino),74978304,Maidy,,Copacabana,-22.96555,-43.17546,Private room,549,3,0,,,5,364
41774330,"Copacabana- onde tudo acontece. Praia, blocos, bar",330023596,Mara Silzeli,,Copacabana,-22.98187,-43.1924,Private room,100,4,0,,,1,180
41774331,Apto verão Rio de Janeiro Copacabana,328731892,Habitat,,Copacabana,-22.97502,-43.19348,Entire home/apt,1101,2,1,2020-01-23,0.07,1,364
41774372,Lindo ap em excelente localização Copacabana,16813394,Lourdes,,Ipanema,-22.98791,-43.19195,Entire home/apt,400,4,0,,,1,87
41774532,Djalma ulrich 229 terceiro andar,328706273,Brendo,,Copacabana,-22.97849,-43.19107,Entire home/apt,400,3,0,,,3,365
41774911,Apartamento aconchegante no coração da Lapa.,330033990,Márcia,,Centro,-22.91401,-43.18477,Entire home/apt,250,5,1,2020-02-25,0.08,1,365
41775363,Julio 5 Stars | 180m2 | *Preço Promocional*,330044451,Dayse,,Copacabana,-22.98282,-43.1912,Entire home/apt,320,2,11,2021-03-01,0.78,4,363
41775517,Praia Sol Copacabana Studio,13273754,Edson,,Copacabana,-22.96311,-43.17613,Entire home/apt,193,360,4,2020-11-23,0.32,4,59
41775909,"Mega Apartamento
Todo Climatizado",227328625,Alexandre,,Campo Grande,-22.89806,-43.54974,Entire home/apt,170,2,13,2021-01-27,1.08,3,362
41775942,FLAT RIO DE JANEIRO,195042943,ProDivers,,Jacarepaguá,-22.97416,-43.41315,Entire home/apt,42000,2,10,2020-05-27,0.71,1,90
41776623,Apartamento maravilhoso  no melhor ponto do Rio!,330067368,Regina,,Copacabana,-22.96613,-43.18517,Entire home/apt,671,2,1,2020-10-12,0.18,1,179
41778940,Casa com piscina em Condomínio fechado,48001001,Danyelle E Fellipe,,Vargem Pequena,-22.99177,-43.45984,Entire home/apt,500,2,47,2021-03-15,3.53,1,159
41784661,Gávea arborizada e tranquila,81605501,Margarida,,Gávea,-22.97261,-43.22841,Entire home/apt,150,365,1,2020-01-23,0.07,1,358
41785033,"Ótimo apto, prox a praia",329964337,Dalva,,Recreio dos Bandeirantes,-23.01449,-43.44703,Entire home/apt,230,1,5,2020-05-03,0.37,1,179
41785606,Loft no Coração do Leblon,78463246,Thiago,,Leblon,-22.98349,-43.21716,Entire home/apt,239,2,5,2021-01-31,0.93,1,41
41786068,Excelente apto em Copacabana Carnaval ate 5,1500426,Cristyna  Rio,,Copacabana,-22.97378,-43.19095,Entire home/apt,200,5,0,,,51,365
41786794,Barramares Praia da Barra,38567806,Felipe,,Barra da Tijuca,-23.01263,-43.32298,Entire home/apt,350,5,1,2020-01-26,0.07,2,179
41788362,Suíte Praiana da Barra,330172069,Marisa,,Barra da Tijuca,-23.00871,-43.35147,Private room,200,2,3,2020-03-15,0.23,1,81
41788879,Amazing 2 BDR ocean view apartment in Copacabana,601323,Laurent,,Copacabana,-22.96377,-43.17626,Entire home/apt,340,3,15,2021-03-01,1.10,17,169
41789392,Apartamento Confortável e Moderno na Península,5464628,Marilia,,Barra da Tijuca,-22.98734,-43.35812,Entire home/apt,239,3,4,2020-12-04,0.47,2,156
41790585,Apt Zona Sul ( 3 qts) a 10 mim aterro do Flamengo,26833465,Enrico,,Laranjeiras,-22.93623,-43.18192,Private room,300,2,0,,,1,87
41791659,"Quarto de casal, com sacada. Ideal para casal",243544402,Victor,,Copacabana,-22.96706,-43.18312,Private room,51000,1,0,,,3,365
41792114,"LOCAL,CALMO DE FACIL ACESSO AS PRAIAS",221754230,Régis,,Guaratiba,-22.99529,-43.61738,Entire home/apt,250,1,5,2021-01-10,0.36,5,365
41792334,Fique em Copacabana | Ap da Tia Lena,330201784,Uendel,,Copacabana,-22.97303,-43.19328,Entire home/apt,300,3,1,2021-01-03,0.37,1,180
41792388,Large suite in the heart of Leblon,2753087,Theodora,,Leblon,-22.98734,-43.22881,Private room,600,3,1,2020-02-26,0.08,1,88
41793760,Superb 2bdr apartment with terrace in Ipanema,601323,Laurent,,Ipanema,-22.97972,-43.20213,Entire home/apt,350,3,3,2020-02-27,0.22,17,180
41794034,Ipanema Posto 10,330215223,Evangelina,,Ipanema,-22.98425,-43.20758,Entire home/apt,400,3,1,2020-02-24,0.08,1,0
41794873,APARTAMENTO ACONCHEGANTE *EM FRENTE AO METRÔ*,330220476,,,Copacabana,-22.96542,-43.17864,Entire home/apt,180,2,1,2020-02-26,0.08,1,179
41795347,"Bairro nobre e seguro, perto da praia e shopping.",330226535,Elizabete,,Leblon,-22.98516,-43.22398,Entire home/apt,770,90,1,2020-02-27,0.08,1,89
41795687,Apto na Praia de Botafogo com vista para o Cristo!,25340967,Carlo,,Botafogo,-22.94768,-43.18294,Entire home/apt,690,4,1,2020-02-29,0.08,1,355
41796185,MANSÃO LUZ DO JOÁ - 06 SUÍTES #739,70646886,Luxo,,Joá,-23.01035,-43.28914,Entire home/apt,5400,1,0,,,25,217
41796757,"Lapa 1/6 Hóspedes: Cursos, Trabalho, Férias, Lazer",245952659,Ana Claudia,,Centro,-22.9107,-43.18822,Entire home/apt,150,2,1,2020-10-13,0.18,1,364
41798575,Apartamento aconchegante no Jardim Oceânico,47791668,Michelle,,Barra da Tijuca,-23.00763,-43.30727,Entire home/apt,1600,3,1,2020-12-30,0.35,1,90
41799581,Ipanema Parreiras,330044451,Dayse,,Ipanema,-22.98335,-43.19586,Entire home/apt,250,2,3,2020-03-26,0.23,4,0
41799587,Sea view Studio in Copacabana beach,21218739,Pedro,,Copacabana,-22.96396,-43.17445,Entire home/apt,200,3,8,2021-02-17,0.57,7,201
41799914,CASA DE PRAIA EM BARRA DE GUARATIBA.,15737713,Dandara Aida,,Barra de Guaratiba,-23.07009,-43.56612,Entire home/apt,420,3,1,2020-10-12,0.18,1,328
41801093,Aconchego prédio familiar Copacabana 1 min  praia,76983002,Rosana,,Copacabana,-22.96579,-43.17758,Private room,150,1,2,2020-02-26,0.15,1,88
41801240,Chalé Barra da Tijuca,330284081,Marcio,,Barra da Tijuca,-23.006,-43.29749,Private room,172,2,1,2020-02-14,0.07,1,178
41802241,Mais Bem Localizado Apartamento do Mundo,238544772,Cesar,,Copacabana,-22.97691,-43.19002,Entire home/apt,163,1,0,,,1,364
41803083,Belinha Casa in the heart of Ipanema,1302265,Henrik,,Ipanema,-22.98159,-43.20218,Entire home/apt,375,5,8,2020-11-02,0.59,1,0
41803190,Botafogo - 15 min à pé do Pão de Açúcar e da Urca,45779276,Andre,,Urca,-22.95001,-43.17647,Entire home/apt,400,2,14,2021-02-03,1.05,2,90
41807419,Apartamentinho OÁSIS,8776211,Mauro,,Praça da Bandeira,-22.911,-43.21203,Entire home/apt,96,4,10,2021-03-20,0.71,1,88
41809335,"PEQUENO QUARTO DE FUNDOS, FLAMENGO.",316921706,Paulo,,Flamengo,-22.92658,-43.1735,Private room,65,1,12,2021-01-15,0.86,6,67
41809669,Cosy 2Bdr in the heart of Copacabana,21218739,Pedro,,Copacabana,-22.97315,-43.19003,Entire home/apt,180,3,5,2021-02-28,0.37,7,169
41810549,Melhor ponto de Ipanema com 171m2!,18005461,Fabiana,,Ipanema,-22.98264,-43.20405,Entire home/apt,3000,4,0,,,1,89
41810732,Excelente Conjugado ao lado do Metrô,315830238,Zuleica,,Copacabana,-22.96914,-43.1858,Entire home/apt,160,2,2,2021-01-03,0.15,1,180
41811392,Quarto confortável na lapa,223851194,Renato,,Glória,-22.91759,-43.17674,Private room,160,2,2,2020-02-26,0.15,1,365
41811630,APARTAMENTO NO MELHOR PONTO DO LEBLON,15131800,Alexandre,,Leblon,-22.98666,-43.22539,Entire home/apt,900,2,1,2020-02-26,0.08,4,0
41811638,Ipanema s Queen s Home,164641104,Paula,,Ipanema,-22.98369,-43.20006,Entire home/apt,319,2,6,2021-02-17,1.27,1,65
41811687,Copacabana Praia Studio. Orla de Copacabana 3 pax,12580013,Luiz,,Copacabana,-22.97698,-43.18881,Entire home/apt,400,1,1,2020-02-27,0.08,2,0
41811716,Apartamento: ótima localização em Copacabana,47881778,Viviana,,Copacabana,-22.96616,-43.18553,Entire home/apt,1200,5,0,,,6,83
41812164,"Praia, Reserva, Rio Design, Vogue Square, Techset.",243992097,Rejane,,Barra da Tijuca,-23.0036,-43.39168,Entire home/apt,410,6,4,2021-02-03,0.51,1,344
41812476,"Espacioso Cuarto, mejor ubicacion de Copacabana",217633370,Auromillia,,Copacabana,-22.9743,-43.19026,Private room,90,2,3,2021-01-03,0.23,2,179
41812739,Rio de Janeiro- hospedagem no Centro/Santa Teresa,330385143,Jucilan,,Centro,-22.91777,-43.17734,Private room,60,1,0,,,1,0
41814870,Confortável apartamento completo - Ipanema/Copa,60375725,Alessandro,,Copacabana,-22.98228,-43.19451,Entire home/apt,162,1,0,,,2,180
41815308,Estudio Charmoso,46563380,Linda,,São Conrado,-22.99343,-43.27427,Entire home/apt,210,3,0,,,1,363
41817317,Very beautiful apartment: view to Copacabana Beach,1221815,Pedro,,Copacabana,-22.96913,-43.18148,Entire home/apt,2000,2,1,2020-02-23,0.08,1,365
41819188,"Quarto - Prox Parque Olimpico , Riocentro,Jeunesse",37131147,,,Jacarepaguá,-22.96602,-43.40786,Private room,150,2,0,,,1,365
41819643,Nice room just one minute from the beach,231714202,Tharic,,Copacabana,-22.98051,-43.19228,Private room,100,1,0,,,2,179
41819817,Studio em Copa com vista para o mar (Posto 05),12295296,Evelyn,,Copacabana,-22.9791,-43.19027,Entire home/apt,150,3,3,2021-01-26,1.11,1,6
41820569,Maravilhosa casa Taquara pertinho Barra da Tijuca,173600495,Rafael,,Jacarepaguá,-22.92263,-43.41193,Entire home/apt,3500,2,0,,,1,0
41822195,2w1 - Apartamento a 50 metros da praia,261881773,Fabiana,,Recreio dos Bandeirantes,-23.02931,-43.47651,Entire home/apt,103,1,33,2021-03-16,2.39,10,246
41828346,Quarto em Botafogo em ambiente tranquilo e yogue,5879634,Mariana,,Botafogo,-22.95732,-43.18736,Private room,144,1,0,,,2,173
41829249,Apartamento finamente decorado Ilha do Governador,71015041,Soraia,,Zumbi,-22.82216,-43.17549,Entire home/apt,160,2,0,,,1,0
41829545,Conforto no coracao de Copa,87545131,Rita,,Copacabana,-22.97838,-43.19148,Entire home/apt,600,5,1,2020-02-23,0.08,1,0
41831250,Ótimo Apartamento em Laranjeiras (3 Qtos),111333913,Marcelo,,Laranjeiras,-22.93128,-43.18962,Entire home/apt,520,1,0,,,1,178
41832085,3 quartos aconchegantes,189793649,Gabriela,,Copacabana,-22.98488,-43.19199,Entire home/apt,2000,2,1,2021-01-03,0.38,1,83
41832203,Ipanema 5 Stars | 250m2 | *Preço Promocional*,330044451,Dayse,,Ipanema,-22.98454,-43.20336,Entire home/apt,529,2,14,2021-03-13,1.13,4,354
41833143,Ao Lado da Praia: Todo Charme no Melhor do Leblon,182590655,Linda,,Leblon,-22.98296,-43.22103,Private room,148,2,18,2021-03-08,1.30,3,163
41833699,Loft modernissimo no coração de Copacabana,13770783,Adriana,,Copacabana,-22.97453,-43.18866,Entire home/apt,160,2,1,2020-02-26,0.08,2,363
41835356,Apartamento resort no recreio dos bandeirantes /RJ,116660406,,,Recreio dos Bandeirantes,-23.00558,-43.4581,Entire home/apt,500,4,0,,,2,89
41835692,Apto aconchegante...,232542840,Isabel,,Senador Camará,-22.88163,-43.48757,Entire home/apt,75,2,0,,,1,86
41835918,Balsa para a praia da reserva,193766366,Maria Helena,,Barra da Tijuca,-23.01052,-43.42774,Entire home/apt,200,2,1,2020-02-26,0.08,1,22
41836619,Harmonia e aconchego,304897273,Silvana,,Leme,-22.96296,-43.17249,Entire home/apt,960,2,0,,,1,122
41836621,Praia Barra da Tijuca com piscina e churrasqueira,117702314,Stephanie,,Barra da Tijuca,-23.00587,-43.33106,Private room,716,1,1,2020-01-26,0.07,1,179
41837434,Lugar de muita paz,231978927,Nilzete,,Maracanã,-22.91436,-43.22378,Private room,90,1,0,,,2,365
41839498,Studio in a central spot in Copacabana,330703906,Carlos,,Copacabana,-22.96687,-43.18719,Entire home/apt,300,2,1,2020-02-25,0.08,1,88
41839522,Casa na Barra pertinho do mar,32677664,Maria,,Barra da Tijuca,-23.00389,-43.33492,Entire home/apt,850,3,15,2021-03-21,1.16,1,151
41840076,Casa Duplex independente,330224882,Josue,,Brás de Pina,-22.82996,-43.29292,Entire home/apt,89,3,0,,,9,180
41840698,Apartamento para 1 ano em Laranjeiras,36418418,,,Laranjeiras,-22.93775,-43.18902,Entire home/apt,2350,22,0,,,1,365
41840901,Ipanema Sweet até 4 pessoas,95117133,Raissa,,Ipanema,-22.98463,-43.20489,Entire home/apt,265,7,0,,,5,81
41841010,"Copacabana Beach ""Suite Luxo""",11753782,Mercia,,Copacabana,-22.97464,-43.19031,Private room,311,2,1,2020-02-26,0.08,8,90
41841668,Relíquia em Copacabana,65777905,Evelyn,,Copacabana,-22.96347,-43.19387,Entire home/apt,450,3,1,2020-02-27,0.08,1,12
41847563,Apartamento vista para para o Cristo Redentor,75401629,Luana,,Botafogo,-22.95065,-43.18884,Entire home/apt,990,6,0,,,1,173
41848262,Melhor condomínio do cidade jardim.,228656779,Ivan,,Jacarepaguá,-22.96508,-43.38698,Entire home/apt,1729,5,0,,,3,364
41848453,Bed and breakfast - Taquara,330806391,Liliane,,Taquara,-22.92828,-43.38949,Private room,200,1,0,,,1,89
41851352,Apartamento confortável em Laranjeiras/Flamengo,104285125,Victor,,Laranjeiras,-22.93463,-43.1803,Private room,250,1,0,,,1,180
41851717,3 quartos /3 banheiros praia da barra,53461053,Ana Paula,,Barra da Tijuca,-23.01213,-43.30212,Entire home/apt,2000,5,0,,,4,179
41852598,Aconchegante apartamento p/ casal boa localização!,282728272,Ana,,Humaitá,-22.95862,-43.20009,Entire home/apt,150,4,0,,,1,233
41855702,Nossa Linda Casa de Férias à 800 da Praia.,330876868,Sonia Maria,,Recreio dos Bandeirantes,-23.02581,-43.50206,Entire home/apt,497,3,21,2021-02-22,1.76,1,165
41856100,Cantin em Copacabana,329902091,Maria,,Copacabana,-22.9668,-43.18312,Private room,170,3,1,2020-02-20,0.08,1,0
41859014,Apto 1 Quarto - Copacabana - Ótimo para Carnaval,21492726,Neto,,Copacabana,-22.97695,-43.19091,Entire home/apt,200,3,0,,,1,363
41859388,Em casa,266377345,Marcia,,Gávea,-22.98239,-43.23599,Entire home/apt,390,2,0,,,2,365
41859585,"Apartamento rua Paula Matos, Santa Teresa, RJ",202876681,Yan,,Santa Teresa,-22.91337,-43.19167,Private room,350,6,1,2020-01-27,0.07,1,180
41859587,"Apto na Lapa, próximo aos Arcos e bares!",35588257,Carlos,,Centro,-22.91351,-43.1857,Entire home/apt,350,3,1,2020-02-05,0.07,1,365
41859902,Quarto bem arejado em apartamento no Grajaú,83998008,Jackeline,,Grajaú,-22.92177,-43.2609,Private room,80,5,2,2020-03-14,0.15,1,365
41861073,Verano Stay Suíte,269463293,Juliana De,,Jacarepaguá,-22.96958,-43.38671,Entire home/apt,210,1,5,2020-03-15,0.37,1,81
41861090,Apt. Leme / Av. Atlântica.,330987833,Carlos,,Leme,-22.96317,-43.17133,Entire home/apt,230,2,0,,,1,200
41861212,RESIDENCIAL RIO COMPRIDO SUÍTE 04,63954449,Jorge,,Rio Comprido,-22.924,-43.20887,Private room,49,5,1,2020-02-27,0.08,6,327
41862013,"COPACABANA
3 MIN A PÉ DA PRAIA E DO METRÔ",38100514,Vinicius,,Copacabana,-22.96894,-43.18643,Private room,120,1,6,2021-01-17,0.45,3,179
41863066,"Apartamento Centro  (Lapa, Centro, Zona Sul)",331047541,Leticia,,Centro,-22.91112,-43.18981,Entire home/apt,200,3,1,2020-02-25,0.08,2,0
41868994,Hospede-se em um veleiro aos pés do Pão de Açúcar.,71705807,Hugo,,Urca,-22.94998,-43.16742,Entire home/apt,1000,1,0,,,1,80
41869672,Carnaval Sepetiba. Praia de Dona Luiza,274279679,Kalline,,Sepetiba,-22.98209,-43.69239,Entire home/apt,180,4,0,,,1,364
41869906,Studio aconchegante  na saída do Metro G. Osório.,157117195,Damião,,Copacabana,-22.98054,-43.19643,Entire home/apt,230,3,2,2020-03-01,0.15,1,365
41870619,Apartamento novo quarto e sala à 250m da praia,55254822,Fabricio,,Recreio dos Bandeirantes,-23.02456,-43.47435,Entire home/apt,169,2,6,2021-03-20,0.48,1,69
41871319,Nós temos o que você precisa.,83389557,Roberto,,Maracanã,-22.91217,-43.22098,Private room,90,1,0,,,2,0
41871324,Quarto com vista incrível no início do Vidigal.,60129992,,,Vidigal,-22.99449,-43.23638,Private room,130,1,1,2020-02-26,0.08,1,177
41871376,Acomodação a 15 min da praia de Copacabana.,331105579,Nathalia,,Botafogo,-22.96075,-43.19162,Entire home/apt,80,2,0,,,2,88
41872329,ESPECIAL para o feriadão da Páscoa em Copacabana,331111950,Carlos,,Copacabana,-22.96286,-43.17561,Entire home/apt,180,2,0,,,1,82
41872458,ESTÚDIO CENTRO DO RIO DE JANEIRO (CENTRO/LAPA),331111434,Felicio,,Centro,-22.91147,-43.18893,Entire home/apt,250,1,1,2020-02-25,0.08,1,180
41874726,Quarto de apartamento 20 min da praia da Barra RJ,331130768,Hugo,,Jacarepaguá,-22.96527,-43.401,Private room,100,3,1,2020-02-06,0.07,3,365
41874771,Quarto no coração do Rio com vista para o Cristo,87408830,Vera,,Cosme Velho,-22.94187,-43.19749,Private room,90,1,6,2021-03-02,0.46,2,76
41875431,"Hospedagem, moradia, aluguel de quartos",303619450,Heloa,,Barra da Tijuca,-23.0098,-43.34316,Private room,400,1,0,,,1,313
41875493,Charmoso e Aconchegante   Ideal para  Home Office,84800654,Vivian,,Copacabana,-22.97523,-43.18734,Entire home/apt,138,1,28,2021-03-11,2.04,1,258
41876963,Aconchego da LIS,331031296,Paula,,Recreio dos Bandeirantes,-23.02946,-43.47301,Entire home/apt,400,3,0,,,1,180
41877165,Paraíso,489604,Glaucia Guerreira,,Gávea,-22.98175,-43.23766,Private room,305,3,1,2020-02-27,0.08,2,365
41878377,Carnaval no Rio!,230812749,Juliana,,Copacabana,-22.96449,-43.18087,Entire home/apt,600,1,0,,,1,83
41883510,Ipanema Home,21586886,Maria,,Ipanema,-22.9806,-43.19856,Entire home/apt,220,3,1,2021-01-03,0.37,13,365
41885595,Apartamento 3 quartos em Copacabana,9311462,Tereza,,Copacabana,-22.96375,-43.17663,Entire home/apt,799,4,2,2020-10-13,0.30,3,243
41885661,Artsy Garden Flat in Copacabana,79703657,Guilherme,,Copacabana,-22.98168,-43.1943,Entire home/apt,400,3,3,2020-11-23,0.22,2,27
41886119,Quarto 3 Centro/Lapa,326757392,Tatiana,,Centro,-22.91107,-43.19254,Private room,100,1,1,2020-02-25,0.08,3,179
41886134,Um Apê pra dois ♥️,229472947,Valeska,,Copacabana,-22.97898,-43.19178,Entire home/apt,119,2,28,2021-03-16,2.14,8,99
41886580,Apartamento aconchegante em Laranjeiras,331217718,,,Laranjeiras,-22.94013,-43.19094,Entire home/apt,250,2,0,,,1,252
41886746,Artsy Garden Flat in Copacabana,79703657,Guilherme,,Copacabana,-22.98272,-43.19422,Entire home/apt,400,3,0,,,2,24
41886805,Lugar perfeito!,51589153,Jose,,Copacabana,-22.96853,-43.18085,Entire home/apt,400,1,1,2020-02-05,0.07,1,179
41887004,Apartamento Copacabana,152502815,Juan,,Copacabana,-22.9677,-43.1802,Entire home/apt,160,1,6,2021-01-23,1.11,1,86
41887190,♥♥♥ Stunnig 1600 ft² Apartment near the Ocean ♥☼,42427400,Matías,,Copacabana,-22.97771,-43.18987,Entire home/apt,264,5,0,,,4,21
41887920,"Projac, Parque Olímpico e Praias da Barra/Recreio",331102052,Paula,,Jacarepaguá,-22.96553,-43.40431,Entire home/apt,200,2,0,,,1,264
41890230,Ap Copacabana frente praia,115778451,João Vitor,,Copacabana,-22.96606,-43.17662,Entire home/apt,310,4,1,2020-01-28,0.07,2,87
41890965,Alugo prédio comercial,115778451,João Vitor,,Copacabana,-22.9651,-43.18328,Entire home/apt,2500,3,0,,,2,179
41894111,"Vista mar, conforto e privacidade!!! - 1 suite",331280185,Deneir Guilherme,,Copacabana,-22.96429,-43.17508,Entire home/apt,200,3,0,,,1,196
41895933,Linda casa em Arraial do Cabo,331136733,Nayara,,Catete,-22.92791,-43.17908,Entire home/apt,600,2,0,,,1,365
41898382,quartos populares pode cozinhar  ambiente familiar,331317764,,,Coelho Neto,-22.82504,-43.34987,Shared room,60,5,0,,,1,365
41898439,Apartamento no melhor lugar da Barra da Tijuca,227694322,Agatha,,Barra da Tijuca,-23.00297,-43.32718,Entire home/apt,276,2,2,2021-02-25,0.16,1,278
41898484,Camas em apartamento compartido,313367564,Hostel Parque Carioca,,Jacarepaguá,-22.96503,-43.41068,Shared room,59,1,2,2020-02-26,0.15,9,365
41898874,TC1004 Localização imbatível no Rio,164822022,Priscilla,,Copacabana,-22.97638,-43.18941,Entire home/apt,116,2,6,2020-12-27,0.45,31,262
41899101,Angra dos Reis - Portogalo,44281939,Christiane,,Ipanema,-22.98616,-43.20423,Private room,9000,2,0,,,1,365
41900573,Apartamento carnaval melhor ponto copacabana,293462261,Fernanda,,Copacabana,-22.96364,-43.17692,Entire home/apt,450,5,1,2020-02-26,0.08,1,90
41901720,Belltemporada   RHR  Vista total MAR  Espetacular!,15971503,Bell,,Barra da Tijuca,-23.00968,-43.35767,Entire home/apt,550,2,1,2020-02-29,0.08,7,347
41901755,Suíte privativa - Glória,71986179,Juliana,,Glória,-22.92158,-43.17477,Private room,90,2,3,2021-01-19,0.23,1,256
41901836,Vista do mar,214762358,Claudio,,Copacabana,-22.96533,-43.17402,Entire home/apt,180,2,1,2020-03-26,0.08,1,365
41902176,Apto com 4 suítes em Copacabana,202381439,Livio,,Copacabana,-22.96673,-43.17898,Entire home/apt,1850,4,0,,,4,365
41902304,1105 Apart Hotel varanda 2 suítes serviços garagem,59013736,Marcio,,Ipanema,-22.98431,-43.20024,Entire home/apt,599,5,0,,,7,37
41902574,Rio080 - 2 bedroom penthouse in Leblon,22805631,Latin Exclusive,,Leblon,-22.98703,-43.22649,Entire home/apt,5783,1,0,,,42,10
41903075,Luxuoso apartamento no Flamengo.,77322168,Diego,,Flamengo,-22.93955,-43.17454,Entire home/apt,904,1,0,,,9,266
41903562,Appartement at Beach Rio de Janeiro,24332317,Jean Claude,,Copacabana,-22.97197,-43.18554,Entire home/apt,889,7,1,2020-02-25,0.08,2,180
41906532,"Quarto. Ilha da gigoia, Segurança, praia e metrô.",43113379,María Jose,,Barra da Tijuca,-23.00217,-43.30879,Private room,130,1,0,,,1,89
41906903,Apartamento no Rio de Janeiro (Flamengo),64026666,João,,Flamengo,-22.93822,-43.17741,Entire home/apt,450,5,1,2020-02-17,0.07,1,180
41907179,Casa aconchegante entre glória e Santa Teresa,331368132,Felipe,,Catete,-22.92351,-43.18087,Shared room,54,1,0,,,2,81
41908164,Quarto no Arte em Copacabana,5854036,Natalia,,Copacabana,-22.96784,-43.18356,Entire home/apt,400,2,0,,,3,365
41908657,Alugo apto na praia do Flamengo zona sul Rj,331389619,Lélia,,Flamengo,-22.93294,-43.17455,Entire home/apt,900,5,0,,,1,363
41908814,Apartamento em Copacabana e próximo a Ipanema,225797957,Daniela,,Copacabana,-22.98262,-43.19333,Entire home/apt,195,3,0,,,8,364
41909922,Charmoso Studio no Flamengo.,77322168,Diego,,Flamengo,-22.93754,-43.17827,Entire home/apt,1014,1,0,,,9,365
41910057,Cobertura com piscina na Barra da Tijuca,202381439,Livio,,Barra da Tijuca,-23.01173,-43.38329,Entire home/apt,2100,5,0,,,4,365
